,LOAD_TIME,FFP_DATE,LAST_TO_END,FLIGHT_COUNT,avg_discount,SEG_KM_SUM,LAST_TO_END,P1Y_Flight_Count,L1Y_Flight_Count
35940,2014/03/31,2012/07/24,73,4,0.705758335,7978,73,0,4
35941,2014/03/31,2007/07/10,514,5,0.943115578,5970,514,5,0
35942,2014/03/31,2009/03/12,185,5,0.7422093329999999,7586,185,2,3
35943,2014/03/31,2009/12/20,50,5,0.8612176840000001,6537,50,1,4
35944,2014/03/31,2012/07/25,135,4,0.671635648,8382,135,0,4
35945,2014/03/31,2008/06/29,517,5,0.817068215,6890,517,5,0
35946,2014/03/31,2012/11/18,138,4,0.564993978,9964,138,1,3
35947,2014/03/31,2008/06/04,6,7,0.6970728079999999,8076,6,0,7
35948,2014/03/31,2009/08/26,17,5,0.844892691,6663,17,0,5
35949,2014/03/31,2010/10/20,151,6,0.6165410729999999,9130,151,4,2
35950,2014/03/31,2010/06/23,280,8,0.655599814,8586,280,5,3
35951,2014/03/31,2012/03/14,46,9,0.792023357,7107,46,4,5
35952,2014/03/31,2009/07/07,346,6,0.7940330090000001,7089,346,4,2
35953,2014/03/31,2006/07/03,71,7,0.6605680079999999,8521,71,2,5
35954,2014/03/31,2009/05/05,6,10,0.948054573,5937,6,5,5
35955,2014/03/31,2008/12/08,287,6,0.689640975,8161,287,5,1
35956,2014/03/31,2011/09/13,109,6,0.7024438340000001,8012,109,4,2
35957,2014/03/31,2008/11/04,101,10,0.501499733,11222,101,1,9
35958,2014/03/31,2012/05/22,304,6,0.933748133,6027,304,3,3
35959,2014/03/31,2013/03/19,103,5,0.859977078,6544,103,1,4
35960,2014/03/31,2012/08/06,111,3,0.635743335,8852,111,1,2
35961,2014/03/31,2011/12/01,239,5,0.396,14210,239,4,1
35962,2014/03/31,2008/05/21,193,3,0.709145558,7935,193,0,3
35963,2014/03/31,2008/10/11,256,4,0.70088565,8028,256,1,3
35964,2014/03/31,2010/08/16,263,6,0.882094701,6378,263,3,3
35965,2014/03/31,2012/03/04,156,6,0.812249495,6926,156,3,3
35966,2014/03/31,2012/04/10,181,4,0.638823529,8806,181,2,2
35967,2014/03/31,2012/11/07,36,6,0.619849036,9075,36,5,1
35968,2014/03/31,2008/05/07,3,4,0.856699665,6566,3,1,3
35969,2014/03/31,2008/04/26,335,8,0.67591925,8322,335,7,1
35970,2014/03/31,2013/03/09,13,8,0.641882917,8763,13,0,8
35971,2014/03/31,2009/10/06,77,5,0.710017672,7922,77,0,5
35972,2014/03/31,2011/10/11,25,3,0.602890223,9328,25,0,3
35973,2014/03/31,2011/06/21,28,10,0.731245774,7690,28,3,7
35974,2014/03/31,2008/06/22,189,6,0.515235477,10914,189,2,4
35975,2014/03/31,2010/08/08,210,9,0.522121634,10770,210,3,6
35976,2014/03/31,2013/01/21,193,4,0.7427912809999999,7570,193,1,3
35977,2014/03/31,2013/01/17,122,4,0.603800473,9312,122,3,1
35978,2014/03/31,2010/06/11,31,5,0.7056796790000001,7967,31,3,2
35979,2014/03/31,2012/05/22,53,2,0.87,6462,53,0,2
35980,2014/03/31,2010/05/01,44,6,0.401382979,14006,44,2,4
35981,2014/03/31,2009/04/14,122,5,0.567370811,9908,122,1,4
35982,2014/03/31,2008/06/19,617,4,1.0,5621,617,4,0
35983,2014/03/31,2009/10/26,380,5,0.76010142,7395,380,5,0
35984,2014/03/31,2008/04/01,69,13,0.648811035,8663,69,7,6
35985,2014/03/31,2012/01/16,459,5,0.594070394,9461,459,5,0
35986,2014/03/31,2007/04/12,273,6,0.835362663,6728,273,5,1
35987,2014/03/31,2009/03/10,236,7,0.79675645,7054,236,2,5
35988,2014/03/31,2012/10/02,135,6,0.6160506410000001,9123,135,1,5
35989,2014/03/31,2012/11/01,378,6,0.511485257,10988,378,6,0
35990,2014/03/31,2011/01/13,244,9,0.665419133,8446,244,6,3
35991,2014/03/31,2012/06/21,191,4,0.821388483,6842,191,3,1
35992,2014/03/31,2010/09/26,554,3,0.619545805,9071,554,3,0
35993,2014/03/31,2008/12/22,43,9,0.419825925,13385,43,4,5
35994,2014/03/31,2012/10/03,295,5,0.551420159,10189,295,2,3
35995,2014/03/31,2007/03/15,9,14,0.460714286,12194,9,6,8
35996,2014/03/31,2013/03/03,193,6,0.890991277,6305,193,1,5
35997,2014/03/31,2011/08/21,274,5,0.859238299,6538,274,2,3
35998,2014/03/31,2010/05/25,239,6,0.7206670940000001,7795,239,1,5
35999,2014/03/31,2013/03/10,8,9,0.6781192659999999,8284,8,0,9
36000,2014/03/31,2007/07/18,70,6,0.733344648,7660,70,1,5
36001,2014/03/31,2007/05/09,618,4,0.640625,8768,618,4,0
36002,2014/03/31,2012/01/15,402,7,0.7084825929999999,7928,402,7,0
36003,2014/03/31,2013/03/02,40,4,0.670250597,8380,40,0,4
36004,2014/03/31,2009/12/24,3,9,0.522222222,10755,3,3,6
36005,2014/03/31,2007/08/28,158,4,0.421812242,13315,158,2,2
36006,2014/03/31,2012/05/01,697,4,0.706084989,7954,697,4,0
36007,2014/03/31,2012/05/01,697,4,0.706084989,7954,697,4,0
36008,2014/03/31,2012/05/04,695,4,0.706084989,7954,695,4,0
36009,2014/03/31,2006/10/17,45,7,0.7564884159999999,7424,45,1,6
36010,2014/03/31,2009/11/15,330,4,0.593406593,9464,330,2,2
36011,2014/03/31,2012/06/25,584,3,0.393463182,14273,584,3,0
36012,2014/03/31,2011/09/16,339,8,0.782022003,7181,339,7,1
36013,2014/03/31,2012/07/04,220,9,0.829856657,6767,220,7,2
36014,2014/03/31,2007/10/22,250,4,0.627986802,8941,250,0,4
36015,2014/03/31,2011/09/22,448,4,1.116607001,5028,448,4,0
36016,2014/03/31,2011/04/23,84,13,0.7126812240000001,7877,84,7,6
36017,2014/03/31,2005/11/26,327,7,0.6799539729999999,8256,327,6,1
36018,2014/03/31,2012/06/16,5,5,0.614803943,9130,5,2,3
36019,2014/03/31,2007/10/29,322,5,0.795091373,7059,322,3,2
36020,2014/03/31,2012/06/10,190,7,0.801071938,7006,190,4,3
36021,2014/03/31,2008/11/24,203,7,0.684474936,8199,203,5,2
36022,2014/03/31,2007/10/01,100,4,0.76517862,7334,100,1,3
36023,2014/03/31,2008/10/18,317,8,0.750441294,7478,317,6,2
36024,2014/03/31,2009/12/10,30,11,0.58302026,9625,30,4,7
36025,2014/03/31,2007/12/05,250,4,0.7660819109999999,7325,250,1,3
36026,2014/03/31,2012/05/18,292,3,0.7,8016,292,1,2
36027,2014/03/31,2007/11/14,114,4,0.6937598909999999,8088,114,0,4
36028,2014/03/31,2008/12/10,405,3,0.8482237340000001,6615,405,3,0
36029,2014/03/31,2010/12/31,110,5,0.619966851,9050,110,2,3
36030,2014/03/31,2010/04/14,158,4,0.755735453,7424,158,3,1
36031,2014/03/31,2005/10/16,108,11,0.364051914,15410,108,4,7
36032,2014/03/31,2007/09/01,587,2,0.85,6600,587,2,0
36033,2014/03/31,2005/07/01,83,9,0.561345942,9993,83,4,5
36034,2014/03/31,2013/03/22,41,5,0.586075645,9571,41,0,5
36035,2014/03/31,2007/11/15,178,4,0.7003371209999999,8009,178,0,4
36036,2014/03/31,2009/10/19,166,6,0.527606998,10631,166,5,1
36037,2014/03/31,2007/02/20,148,9,0.70899507,7911,148,8,1
36038,2014/03/31,2008/12/16,524,6,0.712074657,7876,524,6,0
36039,2014/03/31,2011/06/13,417,4,0.675,8308,417,4,0
36040,2014/03/31,2008/04/23,625,4,0.75792106,7398,625,4,0
36041,2014/03/31,2008/09/11,161,4,0.557911443,10050,161,0,4
36042,2014/03/31,2005/07/15,41,6,0.461987475,12136,41,1,5
36043,2014/03/31,2008/03/17,536,5,0.62365406,8990,536,5,0
36044,2014/03/31,2011/07/08,6,4,0.925948803,6055,6,2,2
36045,2014/03/31,2011/05/23,36,4,0.73737209,7603,36,3,1
36046,2014/03/31,2012/01/12,352,5,0.940479785,5961,352,3,2
36047,2014/03/31,2012/06/10,43,5,0.6667697429999999,8408,43,1,4
36048,2014/03/31,2010/07/28,23,7,0.761983145,7357,23,6,1
36049,2014/03/31,2010/12/04,125,7,0.628463004,8920,125,4,3
36050,2014/03/31,2012/01/13,161,7,0.80331757,6978,161,5,2
36051,2014/03/31,2013/03/24,201,8,0.5341152929999999,10495,201,1,7
36052,2014/03/31,2012/06/02,16,7,0.6981205629999999,8029,16,1,6
36053,2014/03/31,2012/12/23,50,9,0.835347243,6710,50,4,5
36054,2014/03/31,2009/03/09,121,7,0.653434367,8578,121,6,1
36055,2014/03/31,2013/01/23,124,7,0.7887053190000001,7106,124,2,5
36056,2014/03/31,2011/02/22,566,2,0.748750835,7485,566,2,0
36057,2014/03/31,2012/06/06,626,4,0.5486587039999999,10214,626,4,0
36058,2014/03/31,2007/06/28,223,4,0.835254136,6709,223,2,2
36059,2014/03/31,2010/03/31,65,5,0.874060209,6411,65,3,2
36060,2014/03/31,2011/02/17,223,7,0.636805319,8799,223,3,4
36061,2014/03/31,2009/11/18,354,9,0.77060927,7271,354,7,2
36062,2014/03/31,2008/08/30,194,7,0.589442399,9505,194,2,5
36063,2014/03/31,2008/08/04,189,6,0.6410790710000001,8739,189,4,2
36064,2014/03/31,2008/11/07,492,5,0.785178697,7135,492,5,0
36065,2014/03/31,2012/07/21,121,6,0.5362617270000001,10446,121,0,6
36066,2014/03/31,2012/01/25,191,5,0.534,10490,191,4,1
36067,2014/03/31,2012/05/17,317,7,0.5626670020000001,9955,317,5,2
36068,2014/03/31,2012/03/13,95,4,0.665367071,8418,95,3,1
36069,2014/03/31,2009/07/17,181,5,0.519501901,10781,181,4,1
36070,2014/03/31,2008/08/10,248,9,0.849881639,6590,248,7,2
36071,2014/03/31,2011/07/04,159,7,0.60109048,9317,159,3,4
36072,2014/03/31,2009/12/09,346,8,0.5733592710000001,9767,346,7,1
36073,2014/03/31,2006/01/30,8,7,0.840651554,6661,8,0,7
36074,2014/03/31,2012/02/07,194,7,0.446797798,12532,194,6,1
36075,2014/03/31,2011/06/30,265,8,0.595914219,9396,265,4,4
36076,2014/03/31,2007/03/12,93,9,0.618919965,9046,93,2,7
36077,2014/03/31,2012/08/01,221,7,0.745083843,7514,221,6,1
36078,2014/03/31,2012/08/20,38,5,0.579567243,9659,38,3,2
36079,2014/03/31,2012/03/01,320,6,0.969582539,5773,320,5,1
36080,2014/03/31,2008/03/18,116,7,0.54384862,10292,116,1,6
36081,2014/03/31,2011/04/25,79,7,0.446157035,12545,79,5,2
36082,2014/03/31,2012/10/13,6,5,0.848184298,6598,6,1,4
36083,2014/03/31,2011/02/28,130,5,0.745276335,7509,130,2,3
36084,2014/03/31,2012/09/01,552,3,0.897098429,6238,552,3,0
36085,2014/03/31,2009/07/23,1,6,0.667064012,8389,1,4,2
36086,2014/03/31,2010/11/30,105,4,0.52050972,10751,105,2,2
36087,2014/03/31,2010/08/31,134,7,0.610179935,9170,134,3,4
36088,2014/03/31,2008/05/04,696,4,0.8300890209999999,6740,696,4,0
36089,2014/03/31,2007/09/22,110,4,0.7763502640000001,7206,110,2,2
36090,2014/03/31,2013/03/11,13,7,0.679083515,8238,13,3,4
36091,2014/03/31,2011/09/18,302,11,0.659844303,8478,302,10,1
36092,2014/03/31,2012/03/31,67,8,0.73568122,7604,67,3,5
36093,2014/03/31,2012/10/09,83,4,0.816165743,6854,83,3,1
36094,2014/03/31,2009/07/15,119,8,0.702132547,7967,119,1,7
36095,2014/03/31,2012/07/30,224,4,0.793843315,7046,224,0,4
36096,2014/03/31,2007/07/31,209,8,0.797337135,7015,209,2,6
36097,2014/03/31,2010/11/25,13,7,0.5753543870000001,9721,13,0,7
36098,2014/03/31,2013/02/28,274,2,1.391233831,4020,274,1,1
36099,2014/03/31,2011/02/21,73,4,0.749940995,7457,73,0,4
36100,2014/03/31,2004/11/10,253,8,0.601683882,9294,253,6,2
36101,2014/03/31,2004/11/23,20,9,0.564962619,9898,20,4,5
36102,2014/03/31,2013/03/18,217,5,0.8541286090000001,6547,217,1,4
36103,2014/03/31,2006/04/16,215,5,0.7220428720000001,7744,215,0,5
36104,2014/03/31,2012/01/18,49,8,0.6317139310000001,8851,49,2,6
36105,2014/03/31,2012/05/17,65,9,0.7715026909999999,7247,65,6,3
36106,2014/03/31,2009/08/11,123,6,0.742896625,7526,123,4,2
36107,2014/03/31,2011/09/22,112,4,0.956214506,5846,112,2,2
36108,2014/03/31,2011/11/02,558,8,0.6140667910000001,9103,558,8,0
36109,2014/03/31,2009/01/06,112,5,0.796209402,7020,112,4,1
36110,2014/03/31,2010/02/09,226,7,0.61509189,9087,226,4,3
36111,2014/03/31,2012/09/19,2,7,0.662228673,8440,2,0,7
36112,2014/03/31,2007/10/01,247,4,0.613779925,9106,247,2,2
36113,2014/03/31,2012/07/20,193,3,0.895280359,6242,193,2,1
36114,2014/03/31,2006/06/04,154,5,0.764986995,7305,154,1,4
36115,2014/03/31,2004/12/08,32,7,0.7396690929999999,7555,32,4,3
36116,2014/03/31,2011/06/13,136,6,0.629066757,8883,136,5,1
36117,2014/03/31,2013/01/03,162,9,0.7655555559999999,7299,162,3,6
36118,2014/03/31,2012/12/22,30,10,0.740197377,7549,30,2,8
36119,2014/03/31,2008/02/20,294,2,0.55875,10000,294,0,2
36120,2014/03/31,2008/03/03,13,4,0.630270728,8865,13,1,3
36121,2014/03/31,2012/04/30,46,8,0.667836481,8366,46,3,5
36122,2014/03/31,2007/10/31,30,6,0.585767456,9538,30,0,6
36123,2014/03/31,2006/11/06,231,3,0.874429488,6389,231,0,3
36124,2014/03/31,2013/03/17,57,4,0.7131788590000001,7833,57,2,2
36125,2014/03/31,2010/04/12,239,3,0.946666667,5901,239,1,2
36126,2014/03/31,2010/11/08,291,3,0.85713365,6517,291,0,3
36127,2014/03/31,2012/04/17,68,5,0.907358674,6156,68,3,2
36128,2014/03/31,2011/02/06,7,10,0.69808149,8001,7,7,3
36129,2014/03/31,2006/11/07,125,2,1.177552182,4743,125,0,2
36130,2014/03/31,2013/02/16,243,5,0.429908398,12991,243,2,3
36131,2014/03/31,2009/09/01,168,8,0.69689169,8014,168,5,3
36132,2014/03/31,2006/06/28,104,2,1.125887097,4960,104,0,2
36133,2014/03/31,2011/10/31,188,5,0.711055648,7853,188,2,3
36134,2014/03/31,2010/03/09,98,5,0.671359865,8317,98,1,4
36135,2014/03/31,2008/12/06,311,5,0.5993719129999999,9314,311,4,1
36136,2014/03/31,2012/05/30,213,7,0.484548216,11521,213,5,2
36137,2014/03/31,2012/08/16,480,6,1.0,5582,480,6,0
36138,2014/03/31,2011/11/07,28,3,1.012632438,5512,28,1,2
36139,2014/03/31,2012/01/11,163,6,0.876781338,6366,163,4,2
36140,2014/03/31,2012/06/05,158,8,0.615199515,9072,158,1,7
36141,2014/03/31,2006/07/18,9,5,0.849707674,6568,9,3,2
36142,2014/03/31,2010/07/23,287,5,0.472567533,11809,287,4,1
36143,2014/03/31,2010/03/01,16,15,0.465307263,11993,16,11,4
36144,2014/03/31,2011/08/01,124,3,0.934274234,5973,124,0,3
36145,2014/03/31,2011/12/26,5,10,0.712509258,7831,5,4,6
36146,2014/03/31,2012/01/19,82,7,0.7443303090000001,7496,82,5,2
36147,2014/03/31,2006/05/16,345,6,0.6909226009999999,8075,345,5,1
36148,2014/03/31,2011/05/28,79,7,0.594369273,9386,79,5,2
36149,2014/03/31,2012/04/15,128,8,0.61316368,9097,128,1,7
36150,2014/03/31,2006/11/14,191,6,0.6508296379999999,8570,191,4,2
36151,2014/03/31,2008/11/15,95,7,0.5611227360000001,9940,95,1,6
36152,2014/03/31,2013/01/06,71,4,0.4775,11680,71,1,3
36153,2014/03/31,2011/03/27,231,5,1.035682451,5385,231,2,3
36154,2014/03/31,2012/12/06,30,5,0.660441734,8444,30,2,3
36155,2014/03/31,2012/08/09,220,7,0.6225217679999999,8958,220,4,3
36156,2014/03/31,2010/08/24,213,5,0.978095071,5701,213,3,2
36157,2014/03/31,2011/06/08,36,8,0.392123769,14220,36,0,8
36158,2014/03/31,2011/10/18,432,5,0.620015568,8993,432,5,0
36159,2014/03/31,2013/03/17,15,6,0.794487033,7018,15,0,6
36160,2014/03/31,2011/10/18,401,6,0.634049812,8793,401,6,0
36161,2014/03/31,2011/09/04,158,5,0.75217274,7410,158,4,1
36162,2014/03/31,2008/01/18,106,4,1.304564607,4272,106,0,4
36163,2014/03/31,2012/08/10,443,3,0.8,6966,443,3,0
36164,2014/03/31,2012/11/26,464,3,0.8,6966,464,3,0
36165,2014/03/31,2012/12/31,446,3,0.8,6966,446,3,0
36166,2014/03/31,2012/10/25,339,3,0.8,6966,339,1,2
36167,2014/03/31,2012/06/22,473,3,0.8,6966,473,3,0
36168,2014/03/31,2012/08/22,449,3,0.8,6966,449,3,0
36169,2014/03/31,2010/12/14,3,8,0.5353636279999999,10409,3,4,4
36170,2014/03/31,2012/07/24,186,4,0.931245195,5983,186,2,2
36171,2014/03/31,2008/09/05,66,8,0.876297578,6358,66,4,4
36172,2014/03/31,2006/06/08,136,10,0.493211155,11295,136,5,5
36173,2014/03/31,2007/06/25,416,5,0.71696486,7769,416,5,0
36174,2014/03/31,2008/08/15,169,7,0.568470096,9798,169,4,3
36175,2014/03/31,2011/09/03,102,5,0.732806579,7600,102,2,3
36176,2014/03/31,2013/03/04,259,8,0.590970925,9424,259,3,5
36177,2014/03/31,2007/12/17,236,8,0.5563516479999999,10010,236,4,4
36178,2014/03/31,2009/02/23,183,5,0.570777903,9757,183,0,5
36179,2014/03/31,2010/07/14,262,6,0.627352709,8877,262,4,2
36180,2014/03/31,2012/04/09,383,8,0.461911082,12056,383,8,0
36181,2014/03/31,2011/08/01,34,7,0.63768667,8732,34,2,5
36182,2014/03/31,2010/05/15,28,4,0.7493997309999999,7430,28,2,2
36183,2014/03/31,2007/05/16,76,7,0.915643809,6081,76,2,5
36184,2014/03/31,2012/05/01,59,6,0.669705316,8314,59,3,3
36185,2014/03/31,2013/02/13,86,4,0.8374984959999999,6648,86,1,3
36186,2014/03/31,2008/04/19,174,7,0.8631922479999999,6450,174,4,3
36187,2014/03/31,2007/05/11,19,6,0.545814296,10199,19,0,6
36188,2014/03/31,2007/04/13,207,4,0.67,8308,207,2,2
36189,2014/03/31,2010/11/29,2,10,0.7213049109999999,7717,2,0,10
36190,2014/03/31,2007/02/19,152,8,0.82794437,6723,152,6,2
36191,2014/03/31,2011/09/27,181,4,0.952146767,5846,181,1,3
36192,2014/03/31,2012/09/05,273,6,0.764861894,7277,273,4,2
36193,2014/03/31,2009/08/08,113,5,1.040529071,5349,113,4,1
36194,2014/03/31,2013/03/10,108,4,0.725649283,7670,108,1,3
36195,2014/03/31,2010/07/15,146,8,0.625968957,8891,146,6,2
36196,2014/03/31,2009/12/01,120,9,0.441701722,12599,120,1,8
36197,2014/03/31,2007/01/14,75,15,0.603605597,9219,75,5,10
36198,2014/03/31,2007/07/12,508,9,0.575330852,9672,508,9,0
36199,2014/03/31,2007/12/26,10,9,0.6414249479999999,8674,10,7,2
36200,2014/03/31,2012/10/20,114,9,0.5216624470000001,10665,114,1,8
36201,2014/03/31,2005/07/06,9,11,0.548057143,10150,9,1,10
36202,2014/03/31,2012/07/24,466,3,0.635507826,8753,466,3,0
36203,2014/03/31,2010/12/07,153,6,0.8524521070000001,6525,153,3,3
36204,2014/03/31,2012/12/31,399,2,0.725,7672,399,2,0
36205,2014/03/31,2011/01/13,557,2,0.725,7672,557,2,0
36206,2014/03/31,2013/01/14,319,4,0.619376392,8980,319,3,1
36207,2014/03/31,2005/03/27,75,7,0.542580236,10251,75,5,2
36208,2014/03/31,2011/11/16,167,6,0.6604892529999999,8421,167,1,5
36209,2014/03/31,2005/03/07,151,9,0.489681254,11357,151,5,4
36210,2014/03/31,2012/07/05,155,10,0.587615173,9464,155,5,5
36211,2014/03/31,2011/01/04,95,11,0.59688097,9317,95,3,8
36212,2014/03/31,2008/03/03,554,5,0.6547986339999999,8492,554,5,0
36213,2014/03/31,2011/10/31,345,5,0.565530919,9832,345,3,2
36214,2014/03/31,2008/03/28,9,3,0.583959668,9521,9,0,3
36215,2014/03/31,2012/12/06,457,3,0.8833333329999999,6294,457,3,0
36216,2014/03/31,2008/12/20,401,4,0.6625,8392,401,4,0
36217,2014/03/31,2012/06/08,189,8,0.823146284,6754,189,4,4
36218,2014/03/31,2008/11/28,114,7,0.79507151,6992,114,2,5
36219,2014/03/31,2005/06/21,12,7,0.583200797,9532,12,3,4
36220,2014/03/31,2007/12/07,439,5,1.0,5559,439,5,0
36221,2014/03/31,2009/02/23,137,17,0.7917647059999999,7021,137,11,6
36222,2014/03/31,2010/10/10,131,5,0.75691585,7344,131,3,2
36223,2014/03/31,2011/07/12,20,8,0.5861092370000001,9484,20,5,3
36224,2014/03/31,2007/06/11,192,4,0.7416010670000001,7495,192,3,1
36225,2014/03/31,2010/08/08,611,4,0.745780223,7453,611,4,0
36226,2014/03/31,2007/09/30,34,3,0.7663265309999999,7252,34,2,1
36227,2014/03/31,2012/07/23,82,8,0.7270251179999999,7644,82,3,5
36228,2014/03/31,2009/07/03,182,7,0.65118233,8534,182,5,2
36229,2014/03/31,2007/12/24,537,3,0.600270066,9257,537,3,0
36230,2014/03/31,2013/02/18,42,4,0.612568625,9071,42,0,4
36231,2014/03/31,2012/09/20,426,5,0.82070901,6770,426,5,0
36232,2014/03/31,2012/08/19,536,4,1.0,5556,536,4,0
36233,2014/03/31,2006/02/07,371,5,0.7889378020000001,7042,371,5,0
36234,2014/03/31,2013/03/27,81,3,0.65839891,8438,81,1,2
36235,2014/03/31,2012/11/09,174,4,0.5905655360000001,9407,174,2,2
36236,2014/03/31,2009/02/14,71,7,0.644455916,8620,71,0,7
36237,2014/03/31,2007/02/22,25,7,0.6025065079999999,9220,25,0,7
36238,2014/03/31,2013/01/05,87,6,0.705856417,7870,87,3,3
36239,2014/03/31,2012/05/08,185,7,0.710687052,7816,185,2,5
36240,2014/03/31,2012/11/26,463,3,0.8856026790000001,6272,463,3,0
36241,2014/03/31,2009/09/15,4,9,0.656399196,8462,4,0,9
36242,2014/03/31,2011/10/27,1,7,0.76697045,7242,1,1,6
36243,2014/03/31,2009/03/11,76,4,1.487201393,3734,76,3,1
36244,2014/03/31,2013/01/18,98,12,0.711089768,7809,98,1,11
36245,2014/03/31,2006/06/06,201,4,0.96,5784,201,0,4
36246,2014/03/31,2009/09/05,21,16,0.426919114,13006,21,1,15
36247,2014/03/31,2012/09/05,70,8,0.520579411,10666,70,0,8
36248,2014/03/31,2012/09/04,347,5,0.718458851,7728,347,4,1
36249,2014/03/31,2011/04/09,240,6,0.829369585,6694,240,5,1
36250,2014/03/31,2005/10/07,438,4,0.670495169,8280,438,4,0
36251,2014/03/31,2008/08/20,28,8,0.656202128,8460,28,2,6
36252,2014/03/31,2012/07/10,49,5,0.619066577,8967,49,0,5
36253,2014/03/31,2012/12/18,138,5,0.7990744209999999,6947,138,2,3
36254,2014/03/31,2011/08/12,188,6,0.408920074,13575,188,1,5
36255,2014/03/31,2013/03/06,65,3,0.644260678,8616,65,0,3
36256,2014/03/31,2007/12/02,36,7,0.767436748,7233,36,3,4
36257,2014/03/31,2012/02/25,411,5,0.813900293,6820,411,5,0
36258,2014/03/31,2007/04/05,25,11,0.57148049,9713,25,6,5
36259,2014/03/31,2012/10/23,10,5,0.822691567,6747,10,1,4
36260,2014/03/31,2012/06/09,146,7,0.561550992,9884,146,3,4
36261,2014/03/31,2012/04/16,704,2,1.05,5286,704,2,0
36262,2014/03/31,2012/11/16,499,2,1.05,5286,499,2,0
36263,2014/03/31,2013/01/24,184,9,0.915570769,6062,184,2,7
36264,2014/03/31,2011/02/08,205,7,0.765328185,7252,205,1,6
36265,2014/03/31,2008/07/19,18,3,0.913423305,6076,18,0,3
36266,2014/03/31,2011/01/13,230,7,0.509904447,10884,230,5,2
36267,2014/03/31,2007/06/21,33,7,0.706423116,7856,33,3,4
36268,2014/03/31,2012/03/27,483,5,0.567855316,9773,483,5,0
36269,2014/03/31,2012/10/09,48,4,0.6766943059999999,8201,48,1,3
36270,2014/03/31,2008/02/07,90,5,0.713911477,7772,90,0,5
36271,2014/03/31,2010/06/16,402,4,0.65,8536,402,4,0
36272,2014/03/31,2012/05/30,144,6,1.047196526,5297,144,4,2
36273,2014/03/31,2005/07/02,13,2,1.41,3934,13,0,2
36274,2014/03/31,2008/06/26,198,2,1.41,3934,198,0,2
36275,2014/03/31,2008/03/24,23,3,0.824447087,6728,23,0,3
36276,2014/03/31,2006/03/15,677,7,0.6852792190000001,8094,677,7,0
36277,2014/03/31,2012/11/17,124,5,0.529737345,10470,124,3,2
36278,2014/03/31,2011/05/31,81,5,0.656604712,8447,81,2,3
36279,2014/03/31,2012/01/23,67,7,0.500700551,11077,67,4,3
36280,2014/03/31,2007/11/12,37,3,0.67,8278,37,0,3
36281,2014/03/31,2011/11/22,135,4,0.6731156690000001,8239,135,1,3
36282,2014/03/31,2012/11/12,186,6,1.26002045,4401,186,3,3
36283,2014/03/31,2011/10/01,48,8,0.6541524120000001,8477,48,3,5
36284,2014/03/31,2010/06/13,5,5,0.651429746,8512,5,1,4
36285,2014/03/31,2011/09/12,126,6,0.653721259,8481,126,5,1
36286,2014/03/31,2008/03/19,555,4,0.734999337,7543,555,4,0
36287,2014/03/31,2011/06/26,127,11,0.603780634,9181,127,1,10
36288,2014/03/31,2012/05/01,122,8,0.5480223470000001,10113,122,3,5
36289,2014/03/31,2012/08/04,596,2,0.938225834,5907,596,2,0
36290,2014/03/31,2011/07/23,321,4,0.4875,11368,321,3,1
36291,2014/03/31,2013/01/01,331,5,0.6637321829999999,8349,331,0,5
36292,2014/03/31,2007/05/10,6,4,0.600367281,9230,6,1,3
36293,2014/03/31,2012/10/23,108,3,0.90685761,6110,108,0,3
36294,2014/03/31,2008/01/25,22,9,0.7230601590000001,7663,22,1,8
36295,2014/03/31,2012/07/26,296,5,0.7404517509999999,7482,296,3,2
36296,2014/03/31,2009/02/07,39,6,0.926552935,5979,39,3,3
36297,2014/03/31,2012/10/29,77,11,0.463152746,11961,77,3,8
36298,2014/03/31,2011/09/15,2,6,0.499252884,11096,2,0,6
36299,2014/03/31,2009/03/20,404,6,0.7136755990000001,7762,404,6,0
36300,2014/03/31,2011/08/23,135,8,0.639149648,8667,135,4,4
36301,2014/03/31,2011/07/13,238,10,0.643967682,8602,238,8,2
36302,2014/03/31,2007/11/21,306,4,0.8989613759999999,6162,306,2,2
36303,2014/03/31,2013/03/30,166,6,0.632910525,8751,166,1,5
36304,2014/03/31,2011/11/28,28,6,0.87067285,6361,28,3,3
36305,2014/03/31,2011/05/08,198,6,0.7719291890000001,7174,198,5,1
36306,2014/03/31,2012/06/23,133,9,0.7087418409999999,7813,133,6,3
36307,2014/03/31,2009/11/11,72,5,0.641713988,8629,72,0,5
36308,2014/03/31,2010/10/01,45,9,0.773781442,7156,45,4,5
36309,2014/03/31,2011/12/15,40,11,0.852991835,6491,40,4,7
36310,2014/03/31,2012/08/05,8,5,0.7220461659999999,7668,8,3,2
36311,2014/03/31,2009/08/29,76,4,0.6794710359999999,8148,76,0,4
36312,2014/03/31,2007/05/15,18,5,0.7290833659999999,7593,18,0,5
36313,2014/03/31,2011/03/17,511,7,0.630544481,8779,511,7,0
36314,2014/03/31,2008/09/23,2,6,0.805917298,6868,2,2,4
36315,2014/03/31,2011/09/11,367,4,0.684237854,8089,367,4,0
36316,2014/03/31,2012/11/02,24,8,0.490087665,11293,24,1,7
36317,2014/03/31,2006/12/22,264,6,0.83767822,6607,264,4,2
36318,2014/03/31,2007/09/02,191,9,0.6847884190000001,8082,191,5,4
36319,2014/03/31,2011/08/31,66,7,0.674362661,8206,66,0,7
36320,2014/03/31,2013/03/27,58,6,0.680486965,8132,58,2,4
